route_avion,origin_iata,destination_iata,origine_avion,destination_avion,origin_country,destination_country,distance_avion,airline_count,unmatched_reason
ATH-FCO,ATH,FCO,Spata-Artemida,Rome,GR,IT,1085.4,4,no_country_pair_in_rail_dataset
ATH-SMI,ATH,SMI,Spata-Artemida,Samos Island,GR,GR,262.1,2,no_country_pair_in_rail_dataset
ATH-SOF,ATH,SOF,Spata-Artemida,Sofia,GR,BG,531.2,4,no_country_pair_in_rail_dataset
ATH-SPU,ATH,SPU,Spata-Artemida,Split,GR,HR,895.4,1,no_country_pair_in_rail_dataset
ATH-SKG,ATH,SKG,Spata-Artemida,Thessaloniki,GR,GR,299.2,3,no_country_pair_in_rail_dataset
ATH-MLA,ATH,MLA,Spata-Artemida,Valletta,GR,MT,871.8,1,no_country_pair_in_rail_dataset
ATH-VCE,ATH,VCE,Spata-Artemida,Venezia (VE),GR,IT,1276.0,2,no_country_pair_in_rail_dataset
ATH-VIE,ATH,VIE,Spata-Artemida,Vienna,GR,AT,1278.9,2,no_country_pair_in_rail_dataset
ATH-ZTH,ATH,ZTH,Spata-Artemida,Zakynthos,GR,GR,269.5,2,no_country_pair_in_rail_dataset
SKG-BEG,SKG,BEG,Thessaloniki,Belgrade,GR,RS,525.1,1,no_country_pair_in_rail_dataset
SKG-BUD,SKG,BUD,Thessaloniki,Budapest,GR,HU,823.5,1,no_country_pair_in_rail_dataset
SKG-BSL,SKG,BSL,Thessaloniki,Bâle / Mulhouse,GR,FR,1460.2,1,no_country_pair_in_rail_dataset
SKG-HER,SKG,HER,Thessaloniki,Heraklion,GR,GR,607.6,2,no_country_pair_in_rail_dataset
SKG-IST,SKG,IST,Thessaloniki,Istanbul,GR,TR,491.4,1,no_country_pair_in_rail_dataset
SKG-MUC,SKG,MUC,Thessaloniki,Munich,GR,DE,1241.5,4,no_country_pair_in_rail_dataset
SKG-MJT,SKG,MJT,Thessaloniki,Mytilene,GR,GR,350.0,2,no_country_pair_in_rail_dataset
SKG-WMI,SKG,WMI,Thessaloniki,Nowy Dwór Mazowiecki,GR,PL,1338.4,1,no_country_pair_in_rail_dataset
SKG-NUE,SKG,NUE,Thessaloniki,Nuremberg,GR,DE,1364.6,2,no_country_pair_in_rail_dataset
SKG-BGY,SKG,BGY,Thessaloniki,Orio al Serio (BG),GR,IT,1217.4,1,no_country_pair_in_rail_dataset
SKG-OTP,SKG,OTP,Thessaloniki,Otopeni,GR,RO,518.5,1,no_country_pair_in_rail_dataset
SKG-PSA,SKG,PSA,Thessaloniki,Pisa (PI),GR,IT,1094.4,1,no_country_pair_in_rail_dataset
SKG-FKB,SKG,FKB,Thessaloniki,Rheinmünster,GR,DE,1489.2,1,no_country_pair_in_rail_dataset
SKG-CIA,SKG,CIA,Thessaloniki,Rome,GR,IT,879.5,1,no_country_pair_in_rail_dataset
SKG-FCO,SKG,FCO,Thessaloniki,Rome,GR,IT,907.9,2,no_country_pair_in_rail_dataset
SKG-ATH,SKG,ATH,Thessaloniki,Spata-Artemida,GR,GR,299.2,6,no_country_pair_in_rail_dataset
SKG-STR,SKG,STR,Thessaloniki,Stuttgart,GR,DE,1414.0,4,no_country_pair_in_rail_dataset
SKG-VIE,SKG,VIE,Thessaloniki,Vienna,GR,AT,985.0,3,no_country_pair_in_rail_dataset
ZTH-MUC,ZTH,MUC,Zakynthos,Munich,GR,DE,1389.4,1,no_country_pair_in_rail_dataset
ZTH-ATH,ZTH,ATH,Zakynthos,Spata-Artemida,GR,GR,269.5,2,no_country_pair_in_rail_dataset
ZTH-VIE,ZTH,VIE,Zakynthos,Vienna,GR,AT,1203.8,2,no_country_pair_in_rail_dataset
DBV-AMS,DBV,AMS,Dubrovnik,Amsterdam,HR,NL,1480.5,1,no_country_pair_in_rail_dataset
DBV-BCN,DBV,BCN,Dubrovnik,Barcelona,HR,ES,1344.4,2,no_country_pair_in_rail_dataset
DBV-LIL,DBV,LIL,Dubrovnik,Lesquin,HR,FR,1456.8,1,no_country_pair_in_rail_dataset
DBV-LUX,DBV,LUX,Dubrovnik,Luxembourg,HR,LU,1214.4,1,no_country_pair_in_rail_dataset
DBV-ORY,DBV,ORY,Dubrovnik,"Paris (Orly, Val-de-Marne)",HR,FR,1410.0,1,no_country_pair_in_rail_dataset
DBV-CDG,DBV,CDG,Dubrovnik,"Paris (Roissy-en-France, Val-d'Oise)",HR,FR,1409.5,1,no_country_pair_in_rail_dataset
DBV-FCO,DBV,FCO,Dubrovnik,Rome,HR,IT,502.5,1,no_country_pair_in_rail_dataset
DBV-ATH,DBV,ATH,Dubrovnik,Spata-Artemida,HR,GR,704.5,1,no_country_pair_in_rail_dataset
DBV-VCE,DBV,VCE,Dubrovnik,Venezia (VE),HR,IT,574.7,1,no_country_pair_in_rail_dataset
DBV-VIE,DBV,VIE,Dubrovnik,Vienna,HR,AT,631.0,2,no_country_pair_in_rail_dataset
DBV-WAW,DBV,WAW,Dubrovnik,Warsaw,HR,PL,1086.9,1,no_country_pair_in_rail_dataset
DBV-BRU,DBV,BRU,Dubrovnik,Zaventem,HR,BE,1397.0,1,no_country_pair_in_rail_dataset
PUY-BVA,PUY,BVA,Pula,Beauvais,HR,FR,1025.0,1,no_country_pair_in_rail_dataset
PUY-CRL,PUY,CRL,Pula,Charleroi,HR,BE,939.6,1,no_country_pair_in_rail_dataset
PUY-STN,PUY,STN,Pula,"London, Essex",HR,GB,1271.6,1,no_country_pair_in_rail_dataset
RJK-LHR,RJK,LHR,Rijeka(Omišalj),London,HR,GB,1306.9,1,no_country_pair_in_rail_dataset
SPU-BEG,SPU,BEG,Split,Belgrade,HR,RS,350.0,1,no_country_pair_in_rail_dataset
SPU-BSL,SPU,BSL,Split,Bâle / Mulhouse,HR,FR,818.2,1,no_country_pair_in_rail_dataset
SPU-LYS,SPU,LYS,Split,"Colombier-Saugnieu, Rhône",HR,FR,918.7,1,no_country_pair_in_rail_dataset
SPU-CPH,SPU,CPH,Split,Copenhagen,HR,DK,1368.1,2,no_country_pair_in_rail_dataset
SPU-LIL,SPU,LIL,Split,Lesquin,HR,FR,1265.7,1,no_country_pair_in_rail_dataset
SPU-LGW,SPU,LGW,Split,London,HR,GB,1497.5,3,no_country_pair_in_rail_dataset
SPU-CDG,SPU,CDG,Split,"Paris (Roissy-en-France, Val-d'Oise)",HR,FR,1216.3,1,no_country_pair_in_rail_dataset
SPU-PRG,SPU,PRG,Split,Prague,HR,CZ,745.9,2,no_country_pair_in_rail_dataset
SPU-FCO,SPU,FCO,Split,Rome,HR,IT,382.8,1,no_country_pair_in_rail_dataset
SPU-RTM,SPU,RTM,Split,Rotterdam,HR,NL,1286.3,1,no_country_pair_in_rail_dataset
SPU-ATH,SPU,ATH,Split,Spata-Artemida,HR,GR,895.4,1,no_country_pair_in_rail_dataset
SPU-VIE,SPU,VIE,Split,Vienna,HR,AT,508.8,2,no_country_pair_in_rail_dataset
SPU-WAW,SPU,WAW,Split,Warsaw,HR,PL,1020.0,1,no_country_pair_in_rail_dataset
ZAG-AMS,ZAG,AMS,Velika Gorica,Amsterdam,HR,NL,1098.8,1,no_country_pair_in_rail_dataset
ZAG-BCN,ZAG,BCN,Velika Gorica,Barcelona,HR,ES,1229.4,3,no_country_pair_in_rail_dataset
ZAG-BLQ,ZAG,BLQ,Velika Gorica,Bologna,HR,IT,398.2,2,no_country_pair_in_rail_dataset
ZAG-BUD,ZAG,BUD,Velika Gorica,Budapest,HR,HU,307.8,1,no_distance_compatible_rail_candidate
ZAG-CPH,ZAG,CPH,Velika Gorica,Copenhagen,HR,DK,1123.7,3,no_country_pair_in_rail_dataset
ZAG-SKP,ZAG,SKP,Velika Gorica,Ilinden,HR,MK,612.5,1,no_country_pair_in_rail_dataset
ZAG-IST,ZAG,IST,Velika Gorica,Istanbul,HR,TR,1133.9,2,no_country_pair_in_rail_dataset
ZAG-LGW,ZAG,LGW,Velika Gorica,London,HR,GB,1337.2,1,no_country_pair_in_rail_dataset
ZAG-LHR,ZAG,LHR,Velika Gorica,London,HR,GB,1367.8,3,no_country_pair_in_rail_dataset
ZAG-CDG,ZAG,CDG,Velika Gorica,"Paris (Roissy-en-France, Val-d'Oise)",HR,FR,1078.7,2,no_country_pair_in_rail_dataset
ZAG-PRN,ZAG,PRN,Velika Gorica,Prishtina,HR,XK,530.1,1,no_country_pair_in_rail_dataset
ZAG-SJJ,ZAG,SJJ,Velika Gorica,Sarajevo,HR,BA,278.2,1,no_country_pair_in_rail_dataset
ZAG-VIE,ZAG,VIE,Velika Gorica,Vienna,HR,AT,266.0,2,no_country_pair_in_rail_dataset
ZAG-BRU,ZAG,BRU,Velika Gorica,Zaventem,HR,BE,1029.0,2,no_country_pair_in_rail_dataset
ZAD-BVA,ZAD,BVA,Zadar,Beauvais,HR,FR,1168.7,1,no_country_pair_in_rail_dataset
ZAD-BLL,ZAD,BLL,Zadar,Billund,HR,DK,1367.2,1,no_country_pair_in_rail_dataset
ZAD-CRL,ZAD,CRL,Zadar,Charleroi,HR,BE,1082.6,1,no_country_pair_in_rail_dataset
ZAD-STN,ZAD,STN,Zadar,"London, Essex",HR,GB,1415.1,1,no_country_pair_in_rail_dataset
ZAD-MRS,ZAD,MRS,Zadar,"Marignane, Bouches-du-Rhône",HR,FR,817.1,1,no_country_pair_in_rail_dataset
ZAD-WAW,ZAD,WAW,Zadar,Warsaw,HR,PL,988.5,1,no_country_pair_in_rail_dataset
BUD-AMS,BUD,AMS,Budapest,Amsterdam,HU,NL,1169.3,1,no_country_pair_in_rail_dataset
BUD-BRI,BUD,BRI,Budapest,Bari,HU,IT,727.2,1,no_country_pair_in_rail_dataset
BUD-BVA,BUD,BVA,Budapest,Beauvais,HU,FR,1282.0,1,no_country_pair_in_rail_dataset
BUD-BEG,BUD,BEG,Budapest,Belgrade,HU,RS,301.4,2,no_country_pair_in_rail_dataset
BUD-BLL,BUD,BLL,Budapest,Billund,HU,DK,1155.7,1,no_country_pair_in_rail_dataset
BUD-BSL,BUD,BSL,Budapest,Bâle / Mulhouse,HU,FR,881.1,1,no_country_pair_in_rail_dataset
BUD-CTA,BUD,CTA,Budapest,Catania,HU,IT,1159.7,1,no_country_pair_in_rail_dataset
BUD-CRL,BUD,CRL,Budapest,Charleroi,HU,BE,1130.2,2,no_country_pair_in_rail_dataset
BUD-CPH,BUD,CPH,Budapest,Copenhagen,HU,DK,1017.6,2,no_country_pair_in_rail_dataset
BUD-EIN,BUD,EIN,Budapest,Eindhoven,HU,NL,1096.9,1,no_country_pair_in_rail_dataset
BUD-MXP,BUD,MXP,Budapest,Ferno (VA),HU,IT,829.6,1,no_country_pair_in_rail_dataset
BUD-HEL,BUD,HEL,Budapest,Helsinki (Vantaa),HU,FI,1479.7,2,no_country_pair_in_rail_dataset
BUD-IST,BUD,IST,Budapest,Istanbul,HU,TR,1016.2,1,no_country_pair_in_rail_dataset
BUD-LGW,BUD,LGW,Budapest,London,HU,GB,1464.9,2,no_country_pair_in_rail_dataset
BUD-LHR,BUD,LHR,Budapest,London,HU,GB,1489.5,3,no_country_pair_in_rail_dataset
BUD-STN,BUD,STN,Budapest,"London, Essex",HU,GB,1451.3,1,no_country_pair_in_rail_dataset
BUD-LTN,BUD,LTN,Budapest,"Luton, Luton",HU,GB,1491.6,2,no_country_pair_in_rail_dataset
BUD-MMX,BUD,MMX,Budapest,Malmö,HU,SE,988.3,1,no_country_pair_in_rail_dataset
BUD-MSQ,BUD,MSQ,Budapest,Minsk,HU,BY,946.5,1,no_country_pair_in_rail_dataset
BUD-NAP,BUD,NAP,Budapest,Napoli,HU,IT,828.3,1,no_country_pair_in_rail_dataset
BUD-NYO,BUD,NYO,Budapest,Nyköping,HU,SE,1272.6,1,no_country_pair_in_rail_dataset
BUD-BGY,BUD,BGY,Budapest,Orio al Serio (BG),HU,IT,755.8,1,no_country_pair_in_rail_dataset
BUD-ORY,BUD,ORY,Budapest,"Paris (Orly, Val-de-Marne)",HU,FR,1261.4,1,no_country_pair_in_rail_dataset
BUD-CDG,BUD,CDG,Budapest,"Paris (Roissy-en-France, Val-d'Oise)",HU,FR,1247.6,2,no_country_pair_in_rail_dataset
BUD-PSA,BUD,PSA,Budapest,Pisa (PI),HU,IT,805.8,1,no_country_pair_in_rail_dataset
BUD-RIX,BUD,RIX,Budapest,Riga,HU,LV,1102.4,1,no_country_pair_in_rail_dataset
BUD-CIA,BUD,CIA,Budapest,Rome,HU,IT,818.3,1,no_country_pair_in_rail_dataset
BUD-FCO,BUD,FCO,Budapest,Rome,HU,IT,835.5,3,no_country_pair_in_rail_dataset
BUD-RTM,BUD,RTM,Budapest,Rotterdam,HU,NL,1176.3,1,no_country_pair_in_rail_dataset
BUD-ATH,BUD,ATH,Budapest,Spata-Artemida,HU,GR,1122.3,1,no_country_pair_in_rail_dataset
BUD-ARN,BUD,ARN,Budapest,Stockholm,HU,SE,1361.4,1,no_country_pair_in_rail_dataset
BUD-SKG,BUD,SKG,Budapest,Thessaloniki,HU,GR,823.5,1,no_country_pair_in_rail_dataset
BUD-TSF,BUD,TSF,Budapest,Treviso (TV),HU,IT,575.5,1,no_country_pair_in_rail_dataset
BUD-MLA,BUD,MLA,Budapest,Valletta,HU,MT,1347.1,2,no_country_pair_in_rail_dataset
BUD-ZAG,BUD,ZAG,Budapest,Velika Gorica,HU,HR,307.8,1,no_distance_compatible_rail_candidate
BUD-BRU,BUD,BRU,Budapest,Zaventem,HU,BE,1139.3,1,no_country_pair_in_rail_dataset
DEB-EIN,DEB,EIN,Debrecen,Eindhoven,HU,NL,1250.3,1,no_country_pair_in_rail_dataset
NOC-BHX,NOC,BHX,Charlestown,"Birmingham, West Midlands",IE,GB,497.9,1,no_country_pair_in_rail_dataset
NOC-BRS,NOC,BRS,Charlestown,Bristol,IE,GB,498.1,1,no_country_pair_in_rail_dataset
NOC-EIN,NOC,EIN,Charlestown,Eindhoven,IE,NL,993.1,1,no_country_pair_in_rail_dataset
NOC-LPL,NOC,LPL,Charlestown,Liverpool,IE,GB,398.6,1,no_country_pair_in_rail_dataset
NOC-LGW,NOC,LGW,Charlestown,London,IE,GB,659.1,1,no_country_pair_in_rail_dataset
NOC-STN,NOC,STN,Charlestown,"London, Essex",IE,GB,647.0,1,no_country_pair_in_rail_dataset
NOC-LTN,NOC,LTN,Charlestown,"Luton, Luton",IE,GB,609.8,1,no_country_pair_in_rail_dataset
NOC-MAN,NOC,MAN,Charlestown,"Manchester, Greater Manchester",IE,GB,435.4,1,no_country_pair_in_rail_dataset
NOC-EMA,NOC,EMA,Charlestown,"Nottingham, Leicestershire",IE,GB,510.9,1,no_country_pair_in_rail_dataset
ORK-AMS,ORK,AMS,Cork,Amsterdam,IE,NL,906.1,1,no_country_pair_in_rail_dataset
ORK-BCN,ORK,BCN,Cork,Barcelona,IE,ES,1420.7,1,no_country_pair_in_rail_dataset
ORK-BHX,ORK,BHX,Cork,"Birmingham, West Midlands",IE,GB,464.9,1,no_country_pair_in_rail_dataset
ORK-BRS,ORK,BRS,Cork,Bristol,IE,GB,401.9,1,no_country_pair_in_rail_dataset
ORK-EDI,ORK,EDI,Cork,Edinburgh,IE,GB,566.4,1,no_country_pair_in_rail_dataset
ORK-GLA,ORK,GLA,Cork,Glasgow,IE,GB,521.0,1,no_country_pair_in_rail_dataset
ORK-LIS,ORK,LIS,Cork,Lisbon,IE,PT,1453.1,1,no_country_pair_in_rail_dataset
ORK-LPL,ORK,LPL,Cork,Liverpool,IE,GB,415.6,1,no_country_pair_in_rail_dataset
ORK-LGW,ORK,LGW,Cork,London,IE,GB,579.8,1,no_country_pair_in_rail_dataset
ORK-LHR,ORK,LHR,Cork,London,IE,GB,555.3,1,no_country_pair_in_rail_dataset
ORK-STN,ORK,STN,Cork,"London, Essex",IE,GB,598.9,1,no_country_pair_in_rail_dataset
ORK-MAN,ORK,MAN,Cork,"Manchester, Greater Manchester",IE,GB,451.6,1,no_country_pair_in_rail_dataset
ORK-MUC,ORK,MUC,Cork,Munich,IE,DE,1492.0,1,no_country_pair_in_rail_dataset
ORK-NCL,ORK,NCL,Cork,"Newcastle upon Tyne, Tyne and Wear",IE,GB,573.4,1,no_country_pair_in_rail_dataset
ORK-NCE,ORK,NCE,Cork,"Nice, Alpes-Maritimes",IE,FR,1480.3,1,no_country_pair_in_rail_dataset
ORK-EMA,ORK,EMA,Cork,"Nottingham, Leicestershire",IE,GB,498.7,1,no_country_pair_in_rail_dataset
ORK-CDG,ORK,CDG,Cork,"Paris (Roissy-en-France, Val-d'Oise)",IE,FR,842.4,1,no_country_pair_in_rail_dataset
ORK-JER,ORK,JER,Cork,St. Peter,IE,JE,532.5,1,no_country_pair_in_rail_dataset
ORK-BRU,ORK,BRU,Cork,Zaventem,IE,BE,905.5,1,no_country_pair_in_rail_dataset
CFN-GLA,CFN,GLA,Donegal,Glasgow,IE,GB,263.0,1,no_country_pair_in_rail_dataset
DUB-ABZ,DUB,ABZ,Dublin,Aberdeen,IE,GB,491.9,1,no_country_pair_in_rail_dataset
DUB-AMS,DUB,AMS,Dublin,Amsterdam,IE,NL,749.7,1,no_country_pair_in_rail_dataset
DUB-BCN,DUB,BCN,Dublin,Barcelona,IE,ES,1485.7,2,no_country_pair_in_rail_dataset
DUB-BVA,DUB,BVA,Dublin,Beauvais,IE,FR,728.8,1,no_country_pair_in_rail_dataset
DUB-BIQ,DUB,BIQ,Dublin,Biarritz,IE,FR,1160.7,1,no_country_pair_in_rail_dataset
DUB-BIO,DUB,BIO,Dublin,Bilbao,IE,ES,1152.7,1,no_country_pair_in_rail_dataset
DUB-BHX,DUB,BHX,Dublin,"Birmingham, West Midlands",IE,GB,321.3,2,no_country_pair_in_rail_dataset
DUB-BOD,DUB,BOD,Dublin,Bordeaux,IE,FR,1037.2,1,no_country_pair_in_rail_dataset
DUB-BOH,DUB,BOH,Dublin,Bournemouth,IE,GB,421.7,1,no_country_pair_in_rail_dataset
DUB-BRE,DUB,BRE,Dublin,Bremen,IE,DE,1000.7,1,no_country_pair_in_rail_dataset
DUB-BRS,DUB,BRS,Dublin,Bristol,IE,GB,331.0,2,no_country_pair_in_rail_dataset
DUB-BSL,DUB,BSL,Dublin,Bâle / Mulhouse,IE,FR,1167.3,1,no_country_pair_in_rail_dataset
DUB-CCF,DUB,CCF,Dublin,Carcassonne,IE,FR,1298.2,1,no_country_pair_in_rail_dataset
DUB-CWL,DUB,CWL,Dublin,Cardiff,IE,GB,300.4,1,no_country_pair_in_rail_dataset
DUB-CRL,DUB,CRL,Dublin,Charleroi,IE,BE,804.5,1,no_country_pair_in_rail_dataset
DUB-LYS,DUB,LYS,Dublin,"Colombier-Saugnieu, Rhône",IE,FR,1182.0,1,no_country_pair_in_rail_dataset
DUB-CPH,DUB,CPH,Dublin,Copenhagen,IE,DK,1240.8,3,no_country_pair_in_rail_dataset
DUB-DUS,DUB,DUS,Dublin,Düsseldorf,IE,DE,914.7,2,no_country_pair_in_rail_dataset
DUB-EDI,DUB,EDI,Dublin,Edinburgh,IE,GB,336.2,2,no_country_pair_in_rail_dataset
DUB-EIN,DUB,EIN,Dublin,Eindhoven,IE,NL,817.8,1,no_country_pair_in_rail_dataset
DUB-EXT,DUB,EXT,Dublin,"Exeter, Devon",IE,GB,357.2,1,no_country_pair_in_rail_dataset
DUB-MXP,DUB,MXP,Dublin,Ferno (VA),IE,IT,1381.7,1,no_country_pair_in_rail_dataset
DUB-FRA,DUB,FRA,Dublin,Frankfurt am Main,IE,DE,1086.1,2,no_country_pair_in_rail_dataset
DUB-HHN,DUB,HHN,Dublin,Frankfurt am Main (Lautzenhausen),IE,DE,1007.5,1,no_country_pair_in_rail_dataset
DUB-GVA,DUB,GVA,Dublin,Geneva,IE,CH,1191.4,1,no_country_pair_in_rail_dataset
DUB-GRO,DUB,GRO,Dublin,Girona,IE,ES,1446.0,1,no_country_pair_in_rail_dataset
DUB-GLA,DUB,GLA,Dublin,Glasgow,IE,GB,296.0,1,no_country_pair_in_rail_dataset
DUB-HAM,DUB,HAM,Dublin,Hamburg,IE,DE,1072.0,1,no_country_pair_in_rail_dataset
DUB-HAJ,DUB,HAJ,Dublin,Hannover,IE,DE,1071.7,1,no_country_pair_in_rail_dataset
DUB-CGN,DUB,CGN,Dublin,Köln (Cologne),IE,DE,956.3,1,no_country_pair_in_rail_dataset
DUB-LRH,DUB,LRH,Dublin,La Rochelle,IE,FR,883.8,1,no_country_pair_in_rail_dataset
DUB-LBA,DUB,LBA,Dublin,"Leeds, West Yorkshire",IE,GB,307.1,1,no_country_pair_in_rail_dataset
DUB-LCY,DUB,LCY,Dublin,London,IE,GB,478.2,2,no_country_pair_in_rail_dataset
DUB-LGW,DUB,LGW,Dublin,London,IE,GB,484.6,2,no_country_pair_in_rail_dataset
DUB-LHR,DUB,LHR,Dublin,London,IE,GB,449.3,3,no_country_pair_in_rail_dataset
DUB-STN,DUB,STN,Dublin,"London, Essex",IE,GB,470.4,1,no_country_pair_in_rail_dataset
DUB-LTN,DUB,LTN,Dublin,"Luton, Luton",IE,GB,433.3,1,no_country_pair_in_rail_dataset
DUB-LUX,DUB,LUX,Dublin,Luxembourg,IE,LU,959.2,1,no_country_pair_in_rail_dataset
DUB-MAD,DUB,MAD,Dublin,Madrid,IE,ES,1452.5,3,no_country_pair_in_rail_dataset
DUB-MAN,DUB,MAN,Dublin,"Manchester, Greater Manchester",IE,GB,264.2,2,no_country_pair_in_rail_dataset
DUB-MRS,DUB,MRS,Dublin,"Marignane, Bouches-du-Rhône",IE,FR,1393.1,1,no_country_pair_in_rail_dataset
DUB-FMM,DUB,FMM,Dublin,Memmingen,IE,DE,1305.7,1,no_country_pair_in_rail_dataset
DUB-MUC,DUB,MUC,Dublin,Munich,IE,DE,1381.0,2,no_country_pair_in_rail_dataset
DUB-NTE,DUB,NTE,Dublin,Nantes,IE,FR,771.7,1,no_country_pair_in_rail_dataset
DUB-NCL,DUB,NCL,Dublin,"Newcastle upon Tyne, Tyne and Wear",IE,GB,346.8,2,no_country_pair_in_rail_dataset
DUB-NCE,DUB,NCE,Dublin,"Nice, Alpes-Maritimes",IE,FR,1466.5,2,no_country_pair_in_rail_dataset
DUB-EMA,DUB,EMA,Dublin,"Nottingham, Leicestershire",IE,GB,335.8,1,no_country_pair_in_rail_dataset
DUB-BGY,DUB,BGY,Dublin,Orio al Serio (BG),IE,IT,1434.1,1,no_country_pair_in_rail_dataset
DUB-OSL,DUB,OSL,Dublin,Oslo (Gardermoen),IE,NO,1290.9,2,no_country_pair_in_rail_dataset
DUB-CDG,DUB,CDG,Dublin,"Paris (Roissy-en-France, Val-d'Oise)",IE,FR,785.5,3,no_country_pair_in_rail_dataset
DUB-PGF,DUB,PGF,Dublin,Perpignan/Rivesaltes,IE,FR,1366.0,1,no_country_pair_in_rail_dataset
DUB-OPO,DUB,OPO,Dublin,Porto,IE,PT,1366.4,1,no_country_pair_in_rail_dataset
DUB-PRG,DUB,PRG,Dublin,Prague,IE,CZ,1454.3,2,no_country_pair_in_rail_dataset
DUB-PIK,DUB,PIK,Dublin,"Prestwick, South Ayrshire",IE,GB,254.9,1,no_country_pair_in_rail_dataset
DUB-REU,DUB,REU,Dublin,Reus,IE,ES,1474.2,1,no_country_pair_in_rail_dataset
DUB-RDZ,DUB,RDZ,Dublin,Rodez/Marcillac,IE,FR,1187.4,1,no_country_pair_in_rail_dataset
DUB-SDR,DUB,SDR,Dublin,Santander,IE,ES,1126.5,1,no_country_pair_in_rail_dataset
DUB-SCQ,DUB,SCQ,Dublin,Santiago de Compostela,IE,ES,1181.8,1,no_country_pair_in_rail_dataset
DUB-LIN,DUB,LIN,Dublin,Segrate (MI),IE,IT,1426.8,1,no_country_pair_in_rail_dataset
DUB-SOU,DUB,SOU,Dublin,Southampton,IE,GB,433.1,1,no_country_pair_in_rail_dataset
DUB-SEN,DUB,SEN,Dublin,"Southend-on-Sea, Essex",IE,GB,513.9,1,no_country_pair_in_rail_dataset
DUB-JER,DUB,JER,Dublin,St. Peter,IE,JE,547.6,1,no_country_pair_in_rail_dataset
DUB-STR,DUB,STR,Dublin,Stuttgart,IE,DE,1200.3,1,no_country_pair_in_rail_dataset
DUB-SZZ,DUB,SZZ,Dublin,Szczecin(Glewice),IE,PL,1394.6,1,no_country_pair_in_rail_dataset
DUB-TLS,DUB,TLS,Dublin,Toulouse/Blagnac,IE,FR,1224.2,1,no_country_pair_in_rail_dataset
DUB-TUF,DUB,TUF,Dublin,"Tours, Indre-et-Loire",IE,FR,829.7,1,no_country_pair_in_rail_dataset
DUB-BRU,DUB,BRU,Dublin,Zaventem,IE,BE,784.0,1,no_country_pair_in_rail_dataset
DUB-ZRH,DUB,ZRH,Dublin,Zurich,IE,CH,1237.6,2,no_country_pair_in_rail_dataset
KIR-HHN,KIR,HHN,Farranfore,Frankfurt am Main (Lautzenhausen),IE,DE,1196.1,1,no_country_pair_in_rail_dataset
KIR-STN,KIR,STN,Farranfore,"London, Essex",IE,GB,667.9,1,no_country_pair_in_rail_dataset
KIR-LTN,KIR,LTN,Farranfore,"Luton, Luton",IE,GB,626.9,1,no_country_pair_in_rail_dataset
SNN-BVA,SNN,BVA,Shannon,Beauvais,IE,FR,850.3,1,no_country_pair_in_rail_dataset
SNN-BHX,SNN,BHX,Shannon,"Birmingham, West Midlands",IE,GB,485.5,1,no_country_pair_in_rail_dataset
SNN-BRS,SNN,BRS,Shannon,Bristol,IE,GB,449.1,1,no_country_pair_in_rail_dataset
SNN-EDI,SNN,EDI,Shannon,Edinburgh,IE,GB,509.7,1,no_country_pair_in_rail_dataset
SNN-LPL,SNN,LPL,Shannon,Liverpool,IE,GB,412.3,1,no_country_pair_in_rail_dataset
SNN-LGW,SNN,LGW,Shannon,London,IE,GB,623.2,1,no_country_pair_in_rail_dataset
SNN-LHR,SNN,LHR,Shannon,London,IE,GB,594.0,1,no_country_pair_in_rail_dataset
SNN-STN,SNN,STN,Shannon,"London, Essex",IE,GB,629.1,1,no_country_pair_in_rail_dataset
SNN-MAN,SNN,MAN,Shannon,"Manchester, Greater Manchester",IE,GB,450.1,1,no_country_pair_in_rail_dataset
SNN-FMM,SNN,FMM,Shannon,Memmingen,IE,DE,1451.9,1,no_country_pair_in_rail_dataset
SNN-PIS,SNN,PIS,Shannon,Poitiers/Biard,IE,FR,949.4,1,no_country_pair_in_rail_dataset
IOM-BHX,IOM,BHX,Castletown,"Birmingham, West Midlands",IM,GB,263.4,1,no_country_pair_in_rail_dataset
IOM-LCY,IOM,LCY,Castletown,London,IM,GB,425.4,1,no_country_pair_in_rail_dataset
IOM-LGW,IOM,LGW,Castletown,London,IM,GB,442.8,1,no_country_pair_in_rail_dataset
KEF-BGO,KEF,BGO,Reykjavík,Bergen,IS,NO,1489.5,2,no_country_pair_in_rail_dataset
KEF-EDI,KEF,EDI,Reykjavík,Edinburgh,IS,GB,1384.6,1,no_country_pair_in_rail_dataset
KEF-GLA,KEF,GLA,Reykjavík,Glasgow,IS,GB,1347.5,1,no_country_pair_in_rail_dataset
AHO-BVA,AHO,BVA,Alghero,Beauvais,IT,FR,1093.6,1,no_country_pair_in_rail_dataset
AHO-BTS,AHO,BTS,Alghero,Bratislava,IT,SK,1096.2,1,no_country_pair_in_rail_dataset
AHO-EIN,AHO,EIN,Alghero,Eindhoven,IT,NL,1223.5,1,no_country_pair_in_rail_dataset
AHO-GRO,AHO,GRO,Alghero,Girona,IT,ES,483.2,1,no_country_pair_in_rail_dataset
AHO-STN,AHO,STN,Alghero,"London, Essex",IT,GB,1394.1,1,no_country_pair_in_rail_dataset
AHO-LTN,AHO,LTN,Alghero,"Luton, Luton",IT,GB,1414.0,1,no_country_pair_in_rail_dataset
