route_avion,origin_iata,destination_iata,origine_avion,destination_avion,origin_country,destination_country,distance_avion,airline_count,route_train_candidate,origin_train,destination_train,distance_train,duration_train,train_type,weekly_frequency,estimated_co2_saving_kg,substitution_potential,match_score,match_method
RJK-HAM,RJK,HAM,Rijeka(Omišalj),Hamburg,HR,DE,992.0,1,back_on_track_HŽPP/ÖBB EN 414,Zagreb Gl. K.,Stuttgart Hbf,807.0,780.0,night,7,121.05,faible_potentiel,85.632,country_distance
RJK-CGN,RJK,CGN,Rijeka(Omišalj),Köln (Cologne),HR,DE,835.6,1,back_on_track_HŽPP/ÖBB EN 414,Zagreb Gl. K.,Stuttgart Hbf,807.0,780.0,night,7,121.05,faible_potentiel,86.438,country_distance
RJK-STR,RJK,STR,Rijeka(Omišalj),Stuttgart,HR,DE,560.1,1,back_on_track_HŽPP/ÖBB EN 414,Zagreb Gl. K.,Stuttgart Hbf,807.0,780.0,night,7,121.05,faible_potentiel,91.274,country_city_distance
SPU-DTM,SPU,DTM,Split,Dortmund,HR,DE,1099.5,1,back_on_track_HŽPP/ÖBB EN 414,Zagreb Gl. K.,Stuttgart Hbf,807.0,780.0,night,7,121.05,faible_potentiel,80.081,country_distance
SPU-DUS,SPU,DUS,Split,Düsseldorf,HR,DE,1119.3,3,back_on_track_HŽPP/ÖBB EN 414,Zagreb Gl. K.,Stuttgart Hbf,807.0,780.0,night,7,121.05,faible_potentiel,80.813,country_distance
SPU-FRA,SPU,FRA,Split,Frankfurt am Main,HR,DE,930.5,3,back_on_track_HŽPP/ÖBB EN 414,Zagreb Gl. K.,Stuttgart Hbf,807.0,780.0,night,7,121.05,faible_potentiel,84.557,country_distance
SPU-GVA,SPU,GVA,Split,Geneva,HR,CH,856.2,1,back_on_track_HŽPP/ÖBB EN 40414,Zagreb Gl. K.,Zürich HB,903.0,822.0,night,7,135.45,faible_potentiel,82.508,country_distance
SPU-HAM,SPU,HAM,Split,Hamburg,HR,DE,1213.2,1,back_on_track_HŽPP/ÖBB EN 414,Zagreb Gl. K.,Stuttgart Hbf,807.0,780.0,night,7,121.05,faible_potentiel,78.505,country_distance
SPU-HAJ,SPU,HAJ,Split,Hannover,HR,DE,1106.3,1,back_on_track_HŽPP/ÖBB EN 414,Zagreb Gl. K.,Stuttgart Hbf,807.0,780.0,night,7,121.05,faible_potentiel,78.54,country_distance
SPU-CGN,SPU,CGN,Split,Köln (Cologne),HR,DE,1067.1,1,back_on_track_HŽPP/ÖBB EN 414,Zagreb Gl. K.,Stuttgart Hbf,807.0,780.0,night,7,121.05,faible_potentiel,77.781,country_distance
SPU-MUC,SPU,MUC,Split,Munich,HR,DE,638.8,2,back_on_track_HŽPP/ÖBB EN 414,Zagreb Gl. K.,Stuttgart Hbf,807.0,780.0,night,7,121.05,faible_potentiel,80.45,country_distance
SPU-NUE,SPU,NUE,Split,Nuremberg,HR,DE,773.3,1,back_on_track_HŽPP/ÖBB EN 414,Zagreb Gl. K.,Stuttgart Hbf,807.0,780.0,night,7,121.05,faible_potentiel,86.876,country_distance
SPU-STR,SPU,STR,Split,Stuttgart,HR,DE,790.3,1,back_on_track_HŽPP/ÖBB EN 414,Zagreb Gl. K.,Stuttgart Hbf,807.0,780.0,night,7,121.05,faible_potentiel,98.347,country_city_distance
SPU-ZRH,SPU,ZRH,Split,Zurich,HR,CH,744.2,2,back_on_track_HŽPP/ÖBB EN 40414,Zagreb Gl. K.,Zürich HB,903.0,822.0,night,7,135.45,faible_potentiel,93.54,country_city_distance
ZAG-FRA,ZAG,FRA,Velika Gorica,Frankfurt am Main,HR,DE,734.6,2,back_on_track_HŽPP/ÖBB EN 414,Zagreb Gl. K.,Stuttgart Hbf,807.0,780.0,night,7,121.05,faible_potentiel,87.286,country_distance
ZAG-CGN,ZAG,CGN,Velika Gorica,Köln (Cologne),HR,DE,870.9,1,back_on_track_HŽPP/ÖBB EN 414,Zagreb Gl. K.,Stuttgart Hbf,807.0,780.0,night,7,121.05,faible_potentiel,83.916,country_distance
ZAG-MUC,ZAG,MUC,Velika Gorica,Munich,HR,DE,435.3,2,back_on_track_HŽPP/ÖBB EN 414,Zagreb Gl. K.,Stuttgart Hbf,807.0,780.0,night,7,121.05,faible_potentiel,67.561,country_distance
ZAG-STR,ZAG,STR,Velika Gorica,Stuttgart,HR,DE,611.8,1,back_on_track_HŽPP/ÖBB EN 414,Zagreb Gl. K.,Stuttgart Hbf,807.0,780.0,night,7,121.05,faible_potentiel,92.774,country_city_distance
ZAG-ZRH,ZAG,ZRH,Velika Gorica,Zurich,HR,CH,605.1,2,back_on_track_HŽPP/ÖBB EN 40414,Zagreb Gl. K.,Zürich HB,903.0,822.0,night,7,135.45,faible_potentiel,88.442,country_city_distance
ZAD-DUS,ZAD,DUS,Zadar,Düsseldorf,HR,DE,1024.6,1,back_on_track_HŽPP/ÖBB EN 414,Zagreb Gl. K.,Stuttgart Hbf,807.0,780.0,night,7,121.05,faible_potentiel,86.229,country_distance
ZAD-FRA,ZAD,FRA,Zadar,Frankfurt am Main,HR,DE,835.7,2,back_on_track_HŽPP/ÖBB EN 414,Zagreb Gl. K.,Stuttgart Hbf,807.0,780.0,night,7,121.05,faible_potentiel,90.766,country_distance
ZAD-HHN,ZAD,HHN,Zadar,Frankfurt am Main (Lautzenhausen),HR,DE,893.0,1,back_on_track_HŽPP/ÖBB EN 414,Zagreb Gl. K.,Stuttgart Hbf,807.0,780.0,night,7,121.05,faible_potentiel,89.217,country_distance
ZAD-FDH,ZAD,FDH,Zadar,Friedrichshafen,HR,DE,601.7,1,back_on_track_HŽPP/ÖBB EN 414,Zagreb Gl. K.,Stuttgart Hbf,807.0,780.0,night,7,121.05,faible_potentiel,80.166,country_distance
ZAD-CGN,ZAD,CGN,Zadar,Köln (Cologne),HR,DE,972.0,1,back_on_track_HŽPP/ÖBB EN 414,Zagreb Gl. K.,Stuttgart Hbf,807.0,780.0,night,7,121.05,faible_potentiel,83.381,country_distance
ZAD-MUC,ZAD,MUC,Zadar,Munich,HR,DE,547.0,2,back_on_track_HŽPP/ÖBB EN 414,Zagreb Gl. K.,Stuttgart Hbf,807.0,780.0,night,7,121.05,faible_potentiel,78.9,country_distance
ZAD-FKB,ZAD,FKB,Zadar,Rheinmünster,HR,DE,762.1,1,back_on_track_HŽPP/ÖBB EN 414,Zagreb Gl. K.,Stuttgart Hbf,807.0,780.0,night,7,121.05,faible_potentiel,89.752,country_distance
ZAD-STR,ZAD,STR,Zadar,Stuttgart,HR,DE,693.8,1,back_on_track_HŽPP/ÖBB EN 414,Zagreb Gl. K.,Stuttgart Hbf,807.0,780.0,night,7,121.05,faible_potentiel,98.546,country_city_distance
ZAD-NRN,ZAD,NRN,Zadar,Weeze,HR,DE,1079.4,1,back_on_track_HŽPP/ÖBB EN 414,Zagreb Gl. K.,Stuttgart Hbf,807.0,780.0,night,7,121.05,faible_potentiel,81.316,country_distance
BUD-DTM,BUD,DTM,Budapest,Dortmund,HU,DE,955.1,1,back_on_track_MÁV/ÖBB EN 50237,Budapest Keleti,Stuttgart Hbf,966.0,718.0,night,7,144.9,potentiel_moyen,102.572,country_city_distance
BUD-DUS,BUD,DUS,Budapest,Düsseldorf,HU,DE,999.8,1,back_on_track_MÁV/ÖBB EN 50237,Budapest Keleti,Stuttgart Hbf,966.0,718.0,night,7,144.9,potentiel_moyen,103.068,country_city_distance
BUD-FRA,BUD,FRA,Budapest,Frankfurt am Main,HU,DE,835.6,3,back_on_track_MÁV/ÖBB EN 50237,Budapest Keleti,Stuttgart Hbf,966.0,718.0,night,7,144.9,potentiel_moyen,100.099,country_city_distance
BUD-HHN,BUD,HHN,Budapest,Frankfurt am Main (Lautzenhausen),HU,DE,923.1,1,back_on_track_MÁV/ÖBB EN 50237,Budapest Keleti,Stuttgart Hbf,966.0,718.0,night,7,144.9,potentiel_moyen,102.838,country_city_distance
BUD-GVA,BUD,GVA,Budapest,Geneva,HU,CH,1008.1,1,back_on_track_MÁV/ÖBB EN 40462,Budapest Keleti,Zürich HB,1083.0,700.0,night,7,162.45,potentiel_moyen,98.143,country_city_distance
BUD-HAM,BUD,HAM,Budapest,Hamburg,HU,DE,949.8,1,back_on_track_MÁV/ÖBB EN 50237,Budapest Keleti,Stuttgart Hbf,966.0,718.0,night,7,144.9,potentiel_moyen,102.574,country_city_distance
BUD-CGN,BUD,CGN,Budapest,Köln (Cologne),HU,DE,959.3,1,back_on_track_MÁV EN 40476,Budapest Nyugati,Berlin Hbf,995.0,765.0,night,7,149.25,faible_potentiel,100.355,country_city_distance
BUD-MUC,BUD,MUC,Budapest,Munich,HU,DE,566.6,1,back_on_track_ČD EN 40476,Budapest-Nyugati,Berlin Hbf,608.0,764.0,night,7,91.2,faible_potentiel,98.923,country_city_distance
BUD-OTP,BUD,OTP,Budapest,Otopeni,HU,RO,616.3,1,back_on_track_CFR/MÁV IC 407,Budapest Keleti,Brașov,803.0,963.0,night,7,120.45,faible_potentiel,91.734,country_city_distance
BUD-PRG,BUD,PRG,Budapest,Prague,HU,CZ,471.6,2,back_on_track_ČD EN 40457,Praha hl.n.,Budapest Nyugati,608.0,626.0,night,7,91.2,potentiel_moyen,82.163,country_reverse_distance
BUD-STR,BUD,STR,Budapest,Stuttgart,HU,DE,758.6,1,back_on_track_MÁV/ÖBB EN 50237,Budapest Keleti,Stuttgart Hbf,966.0,718.0,night,7,144.9,potentiel_moyen,108.165,country_city_distance
BUD-WAW,BUD,WAW,Budapest,Warsaw,HU,PL,540.6,2,back_on_track_MÁV/PKP EN 476 / IC 406,Budapest Nyugati,Warszawa Wschodnia,902.0,765.0,night,7,135.3,faible_potentiel,87.787,country_city_distance
BUD-ZRH,BUD,ZRH,Budapest,Zurich,HU,CH,805.1,1,back_on_track_MÁV/ÖBB EN 40462,Budapest Keleti,Zürich HB,1083.0,700.0,night,7,162.45,potentiel_moyen,106.371,country_city_distance
AHO-CRL,AHO,CRL,Alghero,Charleroi,IT,BE,1132.6,1,back_on_track_ES 457,Milano Porta Garibaldi,Bruxelles Midi / Brussel Zuid,1107.0,1060.0,night,3,166.05,faible_potentiel,83.671,country_distance
AHO-DTM,AHO,DTM,Alghero,Dortmund,IT,DE,1211.6,1,back_on_track_ÖBB NJ 294,Roma Tiburtina,München Hbf,1092.0,912.0,night,7,163.8,faible_potentiel,87.126,country_distance
AHO-HHN,AHO,HHN,Alghero,Frankfurt am Main (Lautzenhausen),IT,DE,1038.8,1,back_on_track_ÖBB NJ 294,Roma Tiburtina,München Hbf,1092.0,912.0,night,7,163.8,faible_potentiel,84.648,country_distance
AHO-FMM,AHO,FMM,Alghero,Memmingen,IT,DE,832.4,1,back_on_track_ÖBB NJ 236,Venezia Santa Lucia,Stuttgart Hbf,852.0,741.0,night,7,127.8,faible_potentiel,85.083,country_distance
AHO-NRN,AHO,NRN,Alghero,Weeze,IT,DE,1230.8,1,back_on_track_ÖBB NJ 294,Roma Tiburtina,München Hbf,1092.0,912.0,night,7,163.8,faible_potentiel,83.913,country_distance
BRI-TRN,BRI,TRN,Bari,Caselle Torinese (TO),IT,IT,865.2,2,back_on_track_FS IC Notte 1955 (P),Roma Termini,Palermo Centrale,867.0,773.0,night,7,130.05,faible_potentiel,94.135,country_distance
BRI-CTA,BRI,CTA,Bari,Catania,IT,IT,433.5,2,trenitalia_1-4825-1FB-0083,SASSARI,CAGLIARI,174.8,185.0,day,6,26.22,faible_potentiel,82.263,country_distance
BRI-CRL,BRI,CRL,Bari,Charleroi,IT,BE,1404.9,1,back_on_track_ES 457,Milano Porta Garibaldi,Bruxelles Midi / Brussel Zuid,1107.0,1060.0,night,3,166.05,faible_potentiel,80.327,country_distance
BRI-DUS,BRI,DUS,Bari,Düsseldorf,IT,DE,1363.0,1,back_on_track_ÖBB NJ 294,Roma Tiburtina,München Hbf,1092.0,912.0,night,7,163.8,faible_potentiel,84.648,country_distance
BRI-FLR,BRI,FLR,Bari,Firenze (FI),IT,IT,543.8,2,back_on_track_FS IC Notte 774,Roma Termini,Trieste Centrale,711.0,680.0,night,7,106.65,potentiel_moyen,88.156,country_distance
BRI-HHN,BRI,HHN,Bari,Frankfurt am Main (Lautzenhausen),IT,DE,1225.3,1,back_on_track_ÖBB NJ 294,Roma Tiburtina,München Hbf,1092.0,912.0,night,7,163.8,faible_potentiel,83.685,country_distance
BRI-CGN,BRI,CGN,Bari,Köln (Cologne),IT,DE,1309.7,1,back_on_track_ÖBB NJ 294,Roma Tiburtina,München Hbf,1092.0,912.0,night,7,163.8,faible_potentiel,83.178,country_distance
BRI-MUC,BRI,MUC,Bari,Munich,IT,DE,892.8,2,back_on_track_ÖBB NJ 294,Roma Tiburtina,München Hbf,1092.0,912.0,night,7,163.8,faible_potentiel,88.579,country_city_distance
BRI-PMO,BRI,PMO,Bari,Palermo,IT,IT,455.1,2,back_on_track_FS IC Notte 774,Roma Termini,Trieste Centrale,711.0,680.0,night,7,106.65,potentiel_moyen,80.481,country_distance
BRI-FKB,BRI,FKB,Bari,Rheinmünster,IT,DE,1088.6,1,back_on_track_ÖBB NJ 294,Roma Tiburtina,München Hbf,1092.0,912.0,night,7,163.8,faible_potentiel,90.473,country_distance
BRI-LIN,BRI,LIN,Bari,Segrate (MI),IT,IT,771.5,2,back_on_track_FS IC Notte 774,Roma Termini,Trieste Centrale,711.0,680.0,night,7,106.65,potentiel_moyen,95.186,country_distance
BRI-STR,BRI,STR,Bari,Stuttgart,IT,DE,1027.2,1,back_on_track_ÖBB NJ 236,Venezia Santa Lucia,Stuttgart Hbf,852.0,741.0,night,7,127.8,faible_potentiel,95.345,country_city_distance
BRI-NRN,BRI,NRN,Bari,Weeze,IT,DE,1417.2,1,back_on_track_ÖBB NJ 294,Roma Tiburtina,München Hbf,1092.0,912.0,night,7,163.8,faible_potentiel,81.472,country_distance
BLQ-CTA,BLQ,CTA,Bologna,Catania,IT,IT,847.3,4,back_on_track_FS IC Notte 1954,Palermo Centrale,Roma Termini,867.0,750.0,night,7,130.05,faible_potentiel,90.343,country_distance
BLQ-CRL,BLQ,CRL,Bologna,Charleroi,IT,BE,834.4,1,back_on_track_ES 457,Milano Porta Garibaldi,Bruxelles Midi / Brussel Zuid,1107.0,1060.0,night,3,166.05,faible_potentiel,76.068,country_distance
BLQ-FRA,BLQ,FRA,Bologna,Frankfurt am Main,IT,DE,644.3,1,back_on_track_ÖBB NJ 236,Venezia Santa Lucia,Stuttgart Hbf,852.0,741.0,night,7,127.8,faible_potentiel,80.249,country_distance
BLQ-CGN,BLQ,CGN,Bologna,Köln (Cologne),IT,DE,769.0,1,back_on_track_ÖBB NJ 236,Venezia Santa Lucia,Stuttgart Hbf,852.0,741.0,night,7,127.8,faible_potentiel,81.609,country_distance
BLQ-MUC,BLQ,MUC,Bologna,Munich,IT,DE,426.3,1,back_on_track_ÖBB NJ 236,Venezia Santa Lucia,Stuttgart Hbf,852.0,741.0,night,7,127.8,faible_potentiel,62.501,country_distance
BLQ-VIE,BLQ,VIE,Bologna,Vienna,IT,AT,567.6,1,back_on_track_ÖBB NJ 40236,Venezia Santa Lucia,Wien Hbf,619.0,672.0,night,7,92.85,potentiel_moyen,91.472,country_distance
BLQ-NRN,BLQ,NRN,Bologna,Weeze,IT,DE,873.3,1,back_on_track_ÖBB NJ 236,Venezia Santa Lucia,Stuttgart Hbf,852.0,741.0,night,7,127.8,faible_potentiel,83.698,country_distance
BLQ-BRU,BLQ,BRU,Bologna,Zaventem,IT,BE,871.1,1,back_on_track_ES 457,Milano Porta Garibaldi,Bruxelles Midi / Brussel Zuid,1107.0,1060.0,night,3,166.05,faible_potentiel,74.156,country_distance
BZO-FCO,BZO,FCO,Bolzano (BZ),Rome,IT,IT,522.8,2,back_on_track_FS IC Notte 763,Bolzano / Bozen,Roma Termini,631.0,516.0,night,2,94.65,potentiel_moyen,97.326,country_city_distance
BDS-MUC,BDS,MUC,Brindisi,Munich,IT,DE,984.7,2,back_on_track_ÖBB NJ 294,Roma Tiburtina,München Hbf,1092.0,912.0,night,7,163.8,faible_potentiel,93.554,country_city_distance
BDS-STR,BDS,STR,Brindisi,Stuttgart,IT,DE,1127.0,1,back_on_track_ÖBB NJ 236,Venezia Santa Lucia,Stuttgart Hbf,852.0,741.0,night,7,127.8,faible_potentiel,94.233,country_city_distance
CAG-CRL,CAG,CRL,Cagliari,Charleroi,IT,BE,1297.4,1,back_on_track_ES 457,Milano Porta Garibaldi,Bruxelles Midi / Brussel Zuid,1107.0,1060.0,night,3,166.05,faible_potentiel,83.498,country_distance
CAG-DUS,CAG,DUS,Cagliari,Düsseldorf,IT,DE,1350.3,3,back_on_track_ÖBB NJ 294,Roma Tiburtina,München Hbf,1092.0,912.0,night,7,163.8,faible_potentiel,85.594,country_distance
CAG-FLR,CAG,FLR,Cagliari,Firenze (FI),IT,IT,537.3,2,back_on_track_FS IC Notte 774,Roma Termini,Trieste Centrale,711.0,680.0,night,7,106.65,potentiel_moyen,86.635,country_distance
CAG-HHN,CAG,HHN,Cagliari,Frankfurt am Main (Lautzenhausen),IT,DE,1197.6,1,back_on_track_ÖBB NJ 294,Roma Tiburtina,München Hbf,1092.0,912.0,night,7,163.8,faible_potentiel,84.958,country_distance
CAG-CGN,CAG,CGN,Cagliari,Köln (Cologne),IT,DE,1300.0,1,back_on_track_ÖBB NJ 294,Roma Tiburtina,München Hbf,1092.0,912.0,night,7,163.8,faible_potentiel,84.091,country_distance
CAG-MUC,CAG,MUC,Cagliari,Munich,IT,DE,1035.4,3,back_on_track_ÖBB NJ 294,Roma Tiburtina,München Hbf,1092.0,912.0,night,7,163.8,faible_potentiel,93.548,country_city_distance
CAG-FKB,CAG,FKB,Cagliari,Rheinmünster,IT,DE,1062.3,1,back_on_track_ÖBB NJ 294,Roma Tiburtina,München Hbf,1092.0,912.0,night,7,163.8,faible_potentiel,90.609,country_distance
CAG-STR,CAG,STR,Cagliari,Stuttgart,IT,DE,1049.6,1,back_on_track_ÖBB NJ 236,Venezia Santa Lucia,Stuttgart Hbf,852.0,741.0,night,7,127.8,faible_potentiel,95.627,country_city_distance
CAG-NRN,CAG,NRN,Cagliari,Weeze,IT,DE,1391.6,1,back_on_track_ÖBB NJ 294,Roma Tiburtina,München Hbf,1092.0,912.0,night,7,163.8,faible_potentiel,82.584,country_distance
EBA-FDH,EBA,FDH,Campo nell'Elba (LI),Friedrichshafen,IT,DE,549.0,1,back_on_track_ÖBB NJ 236,Venezia Santa Lucia,Stuttgart Hbf,852.0,741.0,night,7,127.8,faible_potentiel,72.803,country_distance
EBA-MUC,EBA,MUC,Campo nell'Elba (LI),Munich,IT,DE,633.4,1,back_on_track_ÖBB NJ 236,Venezia Santa Lucia,Stuttgart Hbf,852.0,741.0,night,7,127.8,faible_potentiel,80.059,country_distance
VRN-CTA,VRN,CTA,Caselle (VR),Catania,IT,IT,947.6,3,back_on_track_FS IC Notte 796,Salerno,Torino Lingotto,962.0,820.0,night,7,144.3,faible_potentiel,92.14,country_distance
VRN-FRA,VRN,FRA,Caselle (VR),Frankfurt am Main,IT,DE,543.6,2,back_on_track_ÖBB NJ 236,Venezia Santa Lucia,Stuttgart Hbf,852.0,741.0,night,7,127.8,faible_potentiel,74.124,country_distance
VRN-HAM,VRN,HAM,Caselle (VR),Hamburg,IT,DE,918.0,1,back_on_track_ÖBB NJ 236,Venezia Santa Lucia,Stuttgart Hbf,852.0,741.0,night,7,127.8,faible_potentiel,85.51,country_distance
VRN-CGN,VRN,CGN,Caselle (VR),Köln (Cologne),IT,DE,668.6,1,back_on_track_ÖBB NJ 236,Venezia Santa Lucia,Stuttgart Hbf,852.0,741.0,night,7,127.8,faible_potentiel,77.45,country_distance
VRN-PMO,VRN,PMO,Caselle (VR),Palermo,IT,IT,823.2,3,back_on_track_FS IC Notte 1955 (P),Roma Termini,Palermo Centrale,867.0,773.0,night,7,130.05,faible_potentiel,98.828,country_city_distance
TRN-BRI,TRN,BRI,Caselle Torinese (TO),Bari,IT,IT,865.2,2,back_on_track_FS IC Notte 765,Milano Centrale,Bari Centrale,1092.0,585.0,night,7,163.8,potentiel_moyen,97.318,country_city_distance
TRN-CTA,TRN,CTA,Caselle Torinese (TO),Catania,IT,IT,1058.7,4,back_on_track_FS IC Notte 752,Lecce,Milano Centrale,1032.0,682.0,night,7,154.8,potentiel_moyen,92.746,country_distance
TRN-CRL,TRN,CRL,Caselle Torinese (TO),Charleroi,IT,BE,631.5,1,back_on_track_ES 457,Milano Porta Garibaldi,Bruxelles Midi / Brussel Zuid,1107.0,1060.0,night,3,166.05,faible_potentiel,67.29,country_distance
TRN-DUS,TRN,DUS,Caselle Torinese (TO),Düsseldorf,IT,DE,680.2,1,back_on_track_ÖBB NJ 236,Venezia Santa Lucia,Stuttgart Hbf,852.0,741.0,night,7,127.8,faible_potentiel,83.027,country_distance
TRN-FRA,TRN,FRA,Caselle Torinese (TO),Frankfurt am Main,IT,DE,540.9,1,back_on_track_ÖBB NJ 236,Venezia Santa Lucia,Stuttgart Hbf,852.0,741.0,night,7,127.8,faible_potentiel,75.05,country_distance
TRN-SUF,TRN,SUF,Caselle Torinese (TO),Lamezia Terme (CZ),IT,IT,995.7,2,back_on_track_FS IC Notte 752,Lecce,Milano Centrale,1032.0,682.0,night,7,154.8,potentiel_moyen,93.731,country_distance
TRN-MUC,TRN,MUC,Caselle Torinese (TO),Munich,IT,DE,471.2,1,back_on_track_ÖBB NJ 236,Venezia Santa Lucia,Stuttgart Hbf,852.0,741.0,night,7,127.8,faible_potentiel,68.383,country_distance
TRN-NAP,TRN,NAP,Caselle Torinese (TO),Napoli,IT,IT,721.7,2,back_on_track_FS IC Notte 774,Roma Termini,Trieste Centrale,711.0,680.0,night,7,106.65,potentiel_moyen,95.149,country_distance
TRN-PMO,TRN,PMO,Caselle Torinese (TO),Palermo,IT,IT,901.9,3,back_on_track_FS IC Notte 1955 (P),Roma Termini,Palermo Centrale,867.0,773.0,night,7,130.05,faible_potentiel,102.461,country_city_distance
TRN-FCO,TRN,FCO,Caselle Torinese (TO),Rome,IT,IT,529.4,3,back_on_track_FS IC Notte 788,Lecce,Roma Termini,647.0,475.0,night,1,97.05,fort_potentiel,88.232,country_distance
TRN-BRU,TRN,BRU,Caselle Torinese (TO),Zaventem,IT,BE,676.0,2,back_on_track_ES 457,Milano Porta Garibaldi,Bruxelles Midi / Brussel Zuid,1107.0,1060.0,night,3,166.05,faible_potentiel,66.865,country_distance
CTA-BRI,CTA,BRI,Catania,Bari,IT,IT,433.5,2,trenitalia_1-4826-1FA-0083,CAGLIARI,SASSARI,174.8,181.0,day,6,26.22,faible_potentiel,82.263,country_distance
CTA-BLQ,CTA,BLQ,Catania,Bologna,IT,IT,847.3,4,back_on_track_FS IC Notte 1955 (P),Roma Termini,Palermo Centrale,867.0,773.0,night,7,130.05,faible_potentiel,90.343,country_distance
CTA-VRN,CTA,VRN,Catania,Caselle (VR),IT,IT,947.6,3,back_on_track_FS IC Notte 1515,Torino Lingotto,Salerno,962.0,768.0,night,7,144.3,faible_potentiel,92.14,country_distance
CTA-TRN,CTA,TRN,Catania,Caselle Torinese (TO),IT,IT,1058.7,4,back_on_track_FS IC Notte 755,Milano Centrale,Lecce,1032.0,700.0,night,7,154.8,potentiel_moyen,92.746,country_distance
CTA-MXP,CTA,MXP,Catania,Ferno (VA),IT,IT,1049.1,3,back_on_track_FS IC Notte 797,Torino Porta Susa,Salerno,1009.0,786.0,night,7,151.35,faible_potentiel,94.794,country_city_distance
CTA-FLR,CTA,FLR,Catania,Firenze (FI),IT,IT,776.6,3,back_on_track_FS IC Notte 774,Roma Termini,Trieste Centrale,711.0,680.0,night,7,106.65,potentiel_moyen,94.421,country_distance
CTA-FRA,CTA,FRA,Catania,Frankfurt am Main,IT,DE,1489.8,2,back_on_track_ÖBB NJ 236,Venezia Santa Lucia,Stuttgart Hbf,852.0,741.0,night,7,127.8,faible_potentiel,81.066,country_distance
CTA-MUC,CTA,MUC,Catania,Munich,IT,DE,1239.4,5,back_on_track_ÖBB NJ 294,Roma Tiburtina,München Hbf,1092.0,912.0,night,7,163.8,faible_potentiel,92.136,country_city_distance
CTA-NAP,CTA,NAP,Catania,Napoli,IT,IT,386.0,3,trenitalia_1-4758-203-0083,CAGLIARI,OLBIA,192.9,213.0,day,6,28.94,faible_potentiel,84.675,country_distance
CTA-PSA,CTA,PSA,Catania,Pisa (PI),IT,IT,795.7,2,back_on_track_FS IC Notte 1959 (S),Roma Termini,Siracusa,820.0,749.0,night,7,123.0,faible_potentiel,95.052,country_distance
CTA-FCO,CTA,FCO,Catania,Rome,IT,IT,539.1,6,back_on_track_FS IC Notte 770,Trieste Centrale,Roma Termini,711.0,684.0,night,7,106.65,potentiel_moyen,87.137,country_distance
CTA-LIN,CTA,LIN,Catania,Segrate (MI),IT,IT,1009.2,3,back_on_track_FS IC Notte 755,Milano Centrale,Lecce,1032.0,700.0,night,7,154.8,potentiel_moyen,93.526,country_distance
CTA-STR,CTA,STR,Catania,Stuttgart,IT,DE,1334.2,5,back_on_track_ÖBB NJ 236,Venezia Santa Lucia,Stuttgart Hbf,852.0,741.0,night,7,127.8,faible_potentiel,93.734,country_city_distance
CTA-VCE,CTA,VCE,Catania,Venezia (VE),IT,IT,921.8,3,back_on_track_FS IC Notte 755,Milano Centrale,Lecce,1032.0,700.0,night,7,154.8,potentiel_moyen,91.102,country_distance
CTA-VIE,CTA,VIE,Catania,Vienna,IT,AT,1189.8,3,back_on_track_ÖBB NJ 40294,Roma Tiburtina,Wien Hbf,1112.0,882.0,night,7,166.8,faible_potentiel,91.08,country_distance
AOI-CRL,AOI,CRL,Falconara Marittima (AN),Charleroi,IT,BE,1015.7,1,back_on_track_ES 457,Milano Porta Garibaldi,Bruxelles Midi / Brussel Zuid,1107.0,1060.0,night,3,166.05,faible_potentiel,86.505,country_distance
AOI-DUS,AOI,DUS,Falconara Marittima (AN),Düsseldorf,IT,DE,985.9,1,back_on_track_ÖBB NJ 236,Venezia Santa Lucia,Stuttgart Hbf,852.0,741.0,night,7,127.8,faible_potentiel,87.255,country_distance
AOI-MUC,AOI,MUC,Falconara Marittima (AN),Munich,IT,DE,540.6,1,back_on_track_ÖBB NJ 236,Venezia Santa Lucia,Stuttgart Hbf,852.0,741.0,night,7,127.8,faible_potentiel,75.494,country_distance
AOI-NRN,AOI,NRN,Falconara Marittima (AN),Weeze,IT,DE,1038.8,1,back_on_track_ÖBB NJ 294,Roma Tiburtina,München Hbf,1092.0,912.0,night,7,163.8,faible_potentiel,85.322,country_distance
MXP-CTA,MXP,CTA,Ferno (VA),Catania,IT,IT,1049.1,3,back_on_track_FS IC Notte 798,Salerno,Torino Porta Susa,1009.0,747.0,night,7,151.35,faible_potentiel,94.794,country_city_distance
MXP-DUS,MXP,DUS,Ferno (VA),Düsseldorf,IT,DE,645.6,3,back_on_track_ÖBB NJ 236,Venezia Santa Lucia,Stuttgart Hbf,852.0,741.0,night,7,127.8,faible_potentiel,80.42,country_distance
MXP-FRA,MXP,FRA,Ferno (VA),Frankfurt am Main,IT,DE,489.0,2,back_on_track_ÖBB NJ 236,Venezia Santa Lucia,Stuttgart Hbf,852.0,741.0,night,7,127.8,faible_potentiel,69.942,country_distance
MXP-HAM,MXP,HAM,Ferno (VA),Hamburg,IT,DE,894.1,2,back_on_track_ÖBB NJ 236,Venezia Santa Lucia,Stuttgart Hbf,852.0,741.0,night,7,127.8,faible_potentiel,86.323,country_distance
MXP-HAJ,MXP,HAJ,Ferno (VA),Hannover,IT,DE,762.7,1,back_on_track_ÖBB NJ 236,Venezia Santa Lucia,Stuttgart Hbf,852.0,741.0,night,7,127.8,faible_potentiel,83.001,country_distance
