route_pair,origin_iata,destination_iata,origin_city,destination_city,origin_country,destination_country,origin_latitude,origin_longitude,destination_latitude,destination_longitude,air_distance_km,airline_count,airlines,equipment
MOL-SRP,MOL,SRP,Årø,Leirvik,NO,NO,62.744701,7.2625,59.791901,5.34085,344.0,1,DX,SF3
MOL-OSL,MOL,OSL,Årø,Oslo (Gardermoen),NO,NO,62.744701,7.2625,60.193901,11.1004,349.2,2,"DY,SK","733 73H,73G 73H 736 73W"
OLA-OSL,OLA,OSL,Ørland,Oslo (Gardermoen),NO,NO,63.69889831542969,9.604000091552734,60.193901,11.1004,397.5,1,M3,SWM
HOV-BGO,HOV,BGO,Ørsta,Bergen,NO,NO,62.180000305176,6.0741000175476,60.2934,5.21814,214.7,1,WF,DH1
HOV-FRO,HOV,FRO,Ørsta,Florø,NO,NO,62.180000305176,6.0741000175476,61.583599090576,5.0247201919556,86.1,1,WF,DH1
HOV-OSL,HOV,OSL,Ørsta,Oslo (Gardermoen),NO,NO,62.180000305176,6.0741000175476,60.193901,11.1004,348.2,1,WF,DH1
KRK-ALC,KRK,ALC,Balice,Alicante,PL,ES,50.077702,19.7848,38.2822,-0.558156,2074.3,1,FR,738
KRK-AMS,KRK,AMS,Balice,Amsterdam,PL,NL,50.077702,19.7848,52.308601,4.76389,1073.6,1,K2,DH4
KRK-BVA,KRK,BVA,Balice,Beauvais,PL,FR,50.077702,19.7848,49.454399,2.11278,1268.2,1,FR,738
KRK-BFS,KRK,BFS,Balice,Belfast,PL,GB,50.077702,19.7848,54.6575012207,-6.2158298492399995,1825.4,1,U2,319
KRK-BGO,KRK,BGO,Balice,Bergen,PL,NO,50.077702,19.7848,60.2934,5.21814,1458.1,1,DY,73H
KRK-BHX,KRK,BHX,Balice,"Birmingham, West Midlands",PL,GB,50.077702,19.7848,52.453899,-1.74803,1515.4,1,FR,738
KRK-BLQ,KRK,BLQ,Balice,Bologna,PL,IT,50.077702,19.7848,44.5354,11.2887,887.9,1,FR,738
KRK-BRS,KRK,BRS,Balice,Bristol,PL,GB,50.077702,19.7848,51.382326,-2.716453,1584.1,1,U2,319
KRK-BSL,KRK,BSL,Balice,Bâle / Mulhouse,PL,FR,50.077702,19.7848,47.60068,7.521117,937.6,1,U2,319
KRK-CAG,KRK,CAG,Balice,Cagliari,PL,IT,50.077702,19.7848,39.251499,9.05428,1469.6,1,FR,738
KRK-CRL,KRK,CRL,Balice,Charleroi,PL,BE,50.077702,19.7848,50.461963,4.459562,1088.1,1,FR,738
KRK-CPH,KRK,CPH,Balice,Copenhagen,PL,DK,50.077702,19.7848,55.617900848389,12.656000137329,779.4,1,DY,73H
KRK-DTM,KRK,DTM,Balice,Dortmund,PL,DE,50.077702,19.7848,51.518299,7.61224,869.3,1,FR,738
KRK-DUB,KRK,DUB,Balice,Dublin,PL,IE,50.077702,19.7848,53.428713,-6.262121,1820.4,1,FR,738
KRK-EDI,KRK,EDI,Balice,Edinburgh,PL,GB,50.077702,19.7848,55.950145,-3.372288,1671.0,2,"FR,U2","319 320,738"
KRK-EIN,KRK,EIN,Balice,Eindhoven,PL,NL,50.077702,19.7848,51.4500999451,5.37452983856,1023.2,1,FR,738
KRK-FRA,KRK,FRA,Balice,Frankfurt am Main,PL,DE,50.077702,19.7848,50.026706,8.55835,800.8,2,"LH,LO","735 321 733 32A 319,735 733 321 32A 319"
KRK-GDN,KRK,GDN,Balice,Gdańsk,PL,PL,50.077702,19.7848,54.377602,18.4662,486.5,1,K2,DH4
KRK-GRO,KRK,GRO,Balice,Girona,PL,ES,50.077702,19.7848,41.904639,2.761774,1592.6,1,FR,738
KRK-HEL,KRK,HEL,Balice,Helsinki (Vantaa),PL,FI,50.077702,19.7848,60.318363,24.963341,1184.3,1,AY,319 321 32B
KRK-LBA,KRK,LBA,Balice,"Leeds, West Yorkshire",PL,GB,50.077702,19.7848,53.865898,-1.66057,1521.6,1,FR,738
KRK-LPL,KRK,LPL,Balice,Liverpool,PL,GB,50.077702,19.7848,53.334863,-2.849637,1593.9,2,"FR,U2","319,738"
KRK-LGW,KRK,LGW,Balice,London,PL,GB,50.077702,19.7848,51.148744,-0.185739,1409.8,1,U2,319 320
KRK-STN,KRK,STN,Balice,"London, Essex",PL,GB,50.077702,19.7848,51.884998,0.235,1379.0,1,FR,738
KRK-MAD,KRK,MAD,Balice,Madrid,PL,ES,50.077702,19.7848,40.493407,-3.572249,2102.3,1,FR,738
KRK-MAN,KRK,MAN,Balice,"Manchester, Greater Manchester",PL,GB,50.077702,19.7848,53.349375,-2.279521,1556.2,1,FR,738
KRK-SVO,KRK,SVO,Balice,Moscow,PL,RU,50.077702,19.7848,55.976858,37.41121,1343.5,1,SU,SU9
KRK-MUC,KRK,MUC,Balice,Munich,PL,DE,50.077702,19.7848,48.353802,11.7861,611.4,2,"LH,LO",319 320 E95
KRK-AGP,KRK,AGP,Balice,Málaga,PL,ES,50.077702,19.7848,36.6749,-4.49911,2445.6,1,FR,738
KRK-NCL,KRK,NCL,Balice,"Newcastle upon Tyne, Tyne and Wear",PL,GB,50.077702,19.7848,55.037958,-1.689577,1545.3,1,LS,733
KRK-EMA,KRK,EMA,Balice,"Nottingham, Leicestershire",PL,GB,50.077702,19.7848,52.8311,-1.32806,1488.8,1,FR,738
KRK-NYO,KRK,NYO,Balice,Nyköping,PL,SE,50.077702,19.7848,58.789656,16.911479,986.2,1,FR,738
KRK-BGY,KRK,BGY,Balice,Orio al Serio (BG),PL,IT,50.077702,19.7848,45.669362,9.708851,896.1,1,FR,738
KRK-OSL,KRK,OSL,Balice,Oslo (Gardermoen),PL,NO,50.077702,19.7848,60.193901,11.1004,1250.6,1,DY,73H
KRK-CDG,KRK,CDG,Balice,"Paris (Roissy-en-France, Val-d'Oise)",PL,FR,50.077702,19.7848,49.00896,2.554117,1246.1,1,U2,319
KRK-PSA,KRK,PSA,Balice,Pisa (PI),PL,IT,50.077702,19.7848,43.683899,10.3927,1006.0,1,FR,738
KRK-CIA,KRK,CIA,Balice,Rome,PL,IT,50.077702,19.7848,41.798769,12.595331,1074.3,1,FR,738
KRK-SNN,KRK,SNN,Balice,Shannon,PL,IE,50.077702,19.7848,52.702,-8.92482,1999.7,1,FR,738
KRK-SEN,KRK,SEN,Balice,"Southend-on-Sea, Essex",PL,GB,50.077702,19.7848,51.570562,0.693627,1347.3,1,U2,319
KRK-SVG,KRK,SVG,Balice,Stavanger,PL,NO,50.077702,19.7848,58.876701,5.63778,1333.6,1,DY,73H
KRK-ARN,KRK,ARN,Balice,Stockholm,PL,SE,50.077702,19.7848,59.64849,17.928829,1070.7,1,DY,73H
KRK-STR,KRK,STR,Balice,Stuttgart,PL,DE,50.077702,19.7848,48.689899,9.22196,779.3,1,4U,CRJ
KRK-TPS,KRK,TPS,Balice,Trapani (TP),PL,IT,50.077702,19.7848,37.9114,12.488,1471.7,1,FR,738
KRK-TRD,KRK,TRD,Balice,Trondheim,PL,NO,50.077702,19.7848,63.457802,10.924,1579.3,1,DY,73H
KRK-MLA,KRK,MLA,Balice,Valletta,PL,MT,50.077702,19.7848,35.845932,14.491546,1639.0,1,FR,738
KRK-VIE,KRK,VIE,Balice,Vienna,PL,AT,50.077702,19.7848,48.110298,16.5697,320.4,2,"LO,OS","F70 DH4,F70 DH4 100"
KRK-WAW,KRK,WAW,Balice,Warsaw,PL,PL,50.077702,19.7848,52.165699,20.9671,246.4,1,LO,DH4 E70
KRK-ZRH,KRK,ZRH,Balice,Zurich,PL,CH,50.077702,19.7848,47.458056,8.548056,872.5,1,K2,DH4
BZG-BHX,BZG,BHX,Bydgoszcz,"Birmingham, West Midlands",PL,GB,53.096802,17.977699,52.453899,-1.74803,1324.6,1,FR,738
BZG-DUB,BZG,DUB,Bydgoszcz,Dublin,PL,IE,53.096802,17.977699,53.428713,-6.262121,1604.9,1,FR,738
BZG-STN,BZG,STN,Bydgoszcz,"London, Essex",PL,GB,53.096802,17.977699,51.884998,0.235,1205.7,1,FR,738
GDN-AMS,GDN,AMS,Gdańsk,Amsterdam,PL,NL,54.377602,18.4662,52.308601,4.76389,936.6,1,K2,DH4
GDN-KRK,GDN,KRK,Gdańsk,Balice,PL,PL,54.377602,18.4662,50.077702,19.7848,486.5,1,K2,DH4
GDN-BCN,GDN,BCN,Gdańsk,Barcelona,PL,ES,54.377602,18.4662,41.2971,2.07846,1890.9,1,W6,320
GDN-BVA,GDN,BVA,Gdańsk,Beauvais,PL,FR,54.377602,18.4662,49.454399,2.11278,1244.1,1,W6,320
GDN-BGO,GDN,BGO,Gdańsk,Bergen,PL,NO,54.377602,18.4662,60.2934,5.21814,1028.7,1,W6,320
GDN-BHX,GDN,BHX,Gdańsk,"Birmingham, West Midlands",PL,GB,54.377602,18.4662,52.453899,-1.74803,1351.8,1,FR,738
GDN-BRS,GDN,BRS,Gdańsk,Bristol,PL,GB,54.377602,18.4662,51.382326,-2.716453,1453.9,1,FR,738
GDN-CPH,GDN,CPH,Gdańsk,Copenhagen,PL,DK,54.377602,18.4662,55.617900848389,12.656000137329,395.3,2,"AC,SK","319 CR9 CR2,M80"
GDN-ORK,GDN,ORK,Gdańsk,Cork,PL,IE,54.377602,18.4662,51.841301,-8.49111,1809.9,1,FR,738
GDN-DTM,GDN,DTM,Gdańsk,Dortmund,PL,DE,54.377602,18.4662,51.518299,7.61224,792.6,1,W6,320
GDN-DUB,GDN,DUB,Gdańsk,Dublin,PL,IE,54.377602,18.4662,53.428713,-6.262121,1615.0,1,FR,738
GDN-EDI,GDN,EDI,Gdańsk,Edinburgh,PL,GB,54.377602,18.4662,55.950145,-3.372288,1392.2,1,FR,738
GDN-EIN,GDN,EIN,Gdańsk,Eindhoven,PL,NL,54.377602,18.4662,51.4500999451,5.37452983856,934.5,1,W6,320
GDN-FRA,GDN,FRA,Gdańsk,Frankfurt am Main,PL,DE,54.377602,18.4662,50.026706,8.55835,829.4,2,"LH,LO",319 321 32A 320
GDN-GLA,GDN,GLA,Gdańsk,Glasgow,PL,GB,54.377602,18.4662,55.871899,-4.43306,1458.6,1,W6,320
GDN-HEL,GDN,HEL,Gdańsk,Helsinki (Vantaa),PL,FI,54.377602,18.4662,60.318363,24.963341,766.2,1,K2,DH4
GDN-HAU,GDN,HAU,Gdańsk,Karmøy,PL,NO,54.377602,18.4662,59.345299,5.20836,974.3,1,W6,320
GDN-KRS,GDN,KRS,Gdańsk,Kristiansand(Kjevik),PL,NO,54.377602,18.4662,58.204201,8.08537,767.8,1,W6,320
GDN-CGN,GDN,CGN,Gdańsk,Köln (Cologne),PL,DE,54.377602,18.4662,50.865898,7.14274,857.0,1,W6,320
GDN-LBA,GDN,LBA,Gdańsk,"Leeds, West Yorkshire",PL,GB,54.377602,18.4662,53.865898,-1.66057,1308.4,1,FR,738
GDN-LPL,GDN,LPL,Gdańsk,Liverpool,PL,GB,54.377602,18.4662,53.334863,-2.849637,1397.4,1,W6,320
GDN-STN,GDN,STN,Gdańsk,"London, Essex",PL,GB,54.377602,18.4662,51.884998,0.235,1243.7,1,FR,738
GDN-LUZ,GDN,LUZ,Gdańsk,Lublin,PL,PL,54.377602,18.4662,51.240157,22.713461,450.6,1,K2,DH4
GDN-LTN,GDN,LTN,Gdańsk,"Luton, Luton",PL,GB,54.377602,18.4662,51.874699,-0.368333,1283.0,1,W6,320
GDN-LBC,GDN,LBC,Gdańsk,Lübeck,PL,DE,54.377602,18.4662,53.805401,10.7192,508.9,1,W6,320
GDN-MMX,GDN,MMX,Gdańsk,Malmö,PL,SE,54.377602,18.4662,55.535564,13.376327,349.5,1,W6,320
GDN-MAN,GDN,MAN,Gdańsk,"Manchester, Greater Manchester",PL,GB,54.377602,18.4662,53.349375,-2.279521,1360.2,1,FR,738
GDN-MUC,GDN,MUC,Gdańsk,Munich,PL,DE,54.377602,18.4662,48.353802,11.7861,813.9,2,"LH,LO",E95
GDN-WMI,GDN,WMI,Gdańsk,Nowy Dwór Mazowiecki,PL,PL,54.377602,18.4662,52.451099,20.6518,258.6,1,FR,738
GDN-NYO,GDN,NYO,Gdańsk,Nyköping,PL,SE,54.377602,18.4662,58.789656,16.911479,499.7,1,W6,320
GDN-BGY,GDN,BGY,Gdańsk,Orio al Serio (BG),PL,IT,54.377602,18.4662,45.669362,9.708851,1150.9,1,W6,320
GDN-OSL,GDN,OSL,Gdańsk,Oslo (Gardermoen),PL,NO,54.377602,18.4662,60.193901,11.1004,782.7,2,"DY,SK","738 73G 73W,73H 733"
GDN-PSA,GDN,PSA,Gdańsk,Pisa (PI),PL,IT,54.377602,18.4662,43.683899,10.3927,1324.8,1,FR,738
GDN-FCO,GDN,FCO,Gdańsk,Rome,PL,IT,54.377602,18.4662,41.804532,12.251998,1470.9,1,W6,320
GDN-TRF,GDN,TRF,Gdańsk,Sandefjord(Torp),PL,NO,54.377602,18.4662,59.186699,10.2586,731.1,1,W6,320
GDN-SVG,GDN,SVG,Gdańsk,Stavanger,PL,NO,54.377602,18.4662,58.876701,5.63778,928.3,1,W6,320
GDN-TRD,GDN,TRD,Gdańsk,Trondheim,PL,NO,54.377602,18.4662,63.457802,10.924,1096.8,1,W6,320
GDN-TKU,GDN,TKU,Gdańsk,Turku,PL,FI,54.377602,18.4662,60.514099,22.2628,718.9,1,W6,320
GDN-WAW,GDN,WAW,Gdańsk,Warsaw,PL,PL,54.377602,18.4662,52.165699,20.9671,296.9,1,LO,DH4
GDN-WRO,GDN,WRO,Gdańsk,Wrocław,PL,PL,54.377602,18.4662,51.103719,16.882096,379.3,1,K2,DH4
GDN-BRU,GDN,BRU,Gdańsk,Zaventem,PL,BE,54.377602,18.4662,50.901402,4.48444,1017.4,1,K2,DH4
GDN-ZRH,GDN,ZRH,Gdańsk,Zurich,PL,CH,54.377602,18.4662,47.458056,8.548056,1035.1,1,K2,DH4
GDN-AES,GDN,AES,Gdańsk,Ålesund,PL,NO,54.377602,18.4662,62.560443,6.110845,1155.3,1,W6,320
RZE-BVA,RZE,BVA,Jasionka,Beauvais,PL,FR,50.109791,22.024155,49.454399,2.11278,1427.2,1,K2,DH4
RZE-BRS,RZE,BRS,Jasionka,Bristol,PL,GB,50.109791,22.024155,51.382326,-2.716453,1738.2,1,FR,738
RZE-DUB,RZE,DUB,Jasionka,Dublin,PL,IE,50.109791,22.024155,53.428713,-6.262121,1967.4,1,FR,738
RZE-FRA,RZE,FRA,Jasionka,Frankfurt am Main,PL,DE,50.109791,22.024155,50.026706,8.55835,959.8,1,LH,CR7
RZE-STN,RZE,STN,Jasionka,"London, Essex",PL,GB,50.109791,22.024155,51.884998,0.235,1531.7,1,FR,738
RZE-LTN,RZE,LTN,Jasionka,"Luton, Luton",PL,GB,50.109791,22.024155,51.874699,-0.368333,1573.1,1,FR,738
RZE-MAN,RZE,MAN,Jasionka,"Manchester, Greater Manchester",PL,GB,50.109791,22.024155,53.349375,-2.279521,1703.3,1,FR,738
RZE-EMA,RZE,EMA,Jasionka,"Nottingham, Leicestershire",PL,GB,50.109791,22.024155,52.8311,-1.32806,1637.9,1,FR,738
RZE-FCO,RZE,FCO,Jasionka,Rome,PL,IT,50.109791,22.024155,41.804532,12.251998,1191.0,1,K2,DH4
RZE-WAW,RZE,WAW,Jasionka,Warsaw,PL,PL,50.109791,22.024155,52.165699,20.9671,240.2,1,LO,DH4 E95 E75
KTW-ALC,KTW,ALC,Katowice,Alicante,PL,ES,50.476015,19.080705,38.2822,-0.558156,2056.0,1,FR,738
KTW-BCN,KTW,BCN,Katowice,Barcelona,PL,ES,50.476015,19.080705,41.2971,2.07846,1658.7,1,W6,320
KTW-BVA,KTW,BVA,Katowice,Beauvais,PL,FR,50.476015,19.080705,49.454399,2.11278,1216.3,1,W6,320
KTW-BGO,KTW,BGO,Katowice,Bergen,PL,NO,50.476015,19.080705,60.2934,5.21814,1393.6,1,W6,320
KTW-BHX,KTW,BHX,Katowice,"Birmingham, West Midlands",PL,GB,50.476015,19.080705,52.453899,-1.74803,1454.3,1,FR,738
KTW-DTM,KTW,DTM,Katowice,Dortmund,PL,DE,50.476015,19.080705,51.518299,7.61224,810.0,1,W6,320
KTW-DUB,KTW,DUB,Katowice,Dublin,PL,IE,50.476015,19.080705,53.428713,-6.262121,1757.7,1,FR,738
KTW-DUS,KTW,DUS,Katowice,Düsseldorf,PL,DE,50.476015,19.080705,51.289501,6.76678,867.6,1,4U,CRJ
KTW-EIN,KTW,EIN,Katowice,Eindhoven,PL,NL,50.476015,19.080705,51.4500999451,5.37452983856,964.5,1,W6,320
KTW-FRA,KTW,FRA,Katowice,Frankfurt am Main,PL,DE,50.476015,19.080705,50.026706,8.55835,749.2,2,"LH,LO",735 CR7 733
KTW-HHN,KTW,HHN,Katowice,Frankfurt am Main (Lautzenhausen),PL,DE,50.476015,19.080705,49.946353,7.261734,842.2,1,W6,320
KTW-CGN,KTW,CGN,Katowice,Köln (Cologne),PL,DE,50.476015,19.080705,50.865898,7.14274,841.5,1,W6,320
KTW-STN,KTW,STN,Katowice,"London, Essex",PL,GB,50.476015,19.080705,51.884998,0.235,1319.2,1,FR,738
KTW-LTN,KTW,LTN,Katowice,"Luton, Luton",PL,GB,50.476015,19.080705,51.874699,-0.368333,1360.6,1,W6,320
KTW-MMX,KTW,MMX,Katowice,Malmö,PL,SE,50.476015,19.080705,55.535564,13.376327,679.4,1,W6,320
KTW-NAP,KTW,NAP,Katowice,Napoli,PL,IT,50.476015,19.080705,40.886002,14.2908,1128.8,1,W6,320
KTW-NYO,KTW,NYO,Katowice,Nyköping,PL,SE,50.476015,19.080705,58.789656,16.911479,934.8,1,W6,320
KTW-BGY,KTW,BGY,Katowice,Orio al Serio (BG),PL,IT,50.476015,19.080705,45.669362,9.708851,876.7,1,W6,320
KTW-CIA,KTW,CIA,Katowice,Rome,PL,IT,50.476015,19.080705,41.798769,12.595331,1085.6,1,W6,320
KTW-TRF,KTW,TRF,Katowice,Sandefjord(Torp),PL,NO,50.476015,19.080705,59.186699,10.2586,1119.2,1,W6,320
KTW-SVG,KTW,SVG,Katowice,Stavanger,PL,NO,50.476015,19.080705,58.876701,5.63778,1268.0,1,W6,320
KTW-WAW,KTW,WAW,Katowice,Warsaw,PL,PL,50.476015,19.080705,52.165699,20.9671,229.1,1,LO,E70 DH4
LUZ-MXP,LUZ,MXP,Lublin,Ferno (VA),PL,IT,51.240157,22.713461,45.6306,8.72811,1202.7,1,K2,DH4
LUZ-GDN,LUZ,GDN,Lublin,Gdańsk,PL,PL,51.240157,22.713461,54.377602,18.4662,450.6,1,K2,DH4
LUZ-STN,LUZ,STN,Lublin,"London, Essex",PL,GB,51.240157,22.713461,51.884998,0.235,1549.3,1,FR,738
LUZ-LTN,LUZ,LTN,Lublin,"Luton, Luton",PL,GB,51.240157,22.713461,51.874699,-0.368333,1590.6,1,W6,320
LUZ-FCO,LUZ,FCO,Lublin,Rome,PL,IT,51.240157,22.713461,41.804532,12.251998,1316.9,1,V3,100
LUZ-TRF,LUZ,TRF,Lublin,Sandefjord(Torp),PL,NO,51.240157,22.713461,59.186699,10.2586,1181.6,1,W6,320
WMI-ALC,WMI,ALC,Nowy Dwór Mazowiecki,Alicante,PL,ES,52.451099,20.6518,38.2822,-0.558156,2270.4,1,FR,738
WMI-BCN,WMI,BCN,Nowy Dwór Mazowiecki,Barcelona,PL,ES,52.451099,20.6518,41.2971,2.07846,1869.3,1,FR,738
WMI-BVA,WMI,BVA,Nowy Dwór Mazowiecki,Beauvais,PL,FR,52.451099,20.6518,49.454399,2.11278,1336.6,1,FR,738
WMI-BLQ,WMI,BLQ,Nowy Dwór Mazowiecki,Bologna,PL,IT,52.451099,20.6518,44.5354,11.2887,1116.5,1,FR,738
WMI-BRS,WMI,BRS,Nowy Dwór Mazowiecki,Bristol,PL,GB,52.451099,20.6518,51.382326,-2.716453,1600.1,1,FR,738
WMI-CRL,WMI,CRL,Nowy Dwór Mazowiecki,Charleroi,PL,BE,52.451099,20.6518,50.461963,4.459562,1140.9,1,FR,738
WMI-DUB,WMI,DUB,Nowy Dwór Mazowiecki,Dublin,PL,IE,52.451099,20.6518,53.428713,-6.262121,1796.1,1,FR,738
WMI-EIN,WMI,EIN,Nowy Dwór Mazowiecki,Eindhoven,PL,NL,52.451099,20.6518,51.4500999451,5.37452983856,1050.9,1,FR,738
WMI-GDN,WMI,GDN,Nowy Dwór Mazowiecki,Gdańsk,PL,PL,52.451099,20.6518,54.377602,18.4662,258.6,1,FR,738
WMI-LPL,WMI,LPL,Nowy Dwór Mazowiecki,Liverpool,PL,GB,52.451099,20.6518,53.334863,-2.849637,1572.5,1,FR,738
WMI-STN,WMI,STN,Nowy Dwór Mazowiecki,"London, Essex",PL,GB,52.451099,20.6518,51.884998,0.235,1389.2,1,FR,738
WMI-MAN,WMI,MAN,Nowy Dwór Mazowiecki,"Manchester, Greater Manchester",PL,GB,52.451099,20.6518,53.349375,-2.279521,1534.7,1,FR,738
WMI-MRS,WMI,MRS,Nowy Dwór Mazowiecki,"Marignane, Bouches-du-Rhône",PL,FR,52.451099,20.6518,43.438088,5.2125,1519.8,1,FR,738
WMI-EMA,WMI,EMA,Nowy Dwór Mazowiecki,"Nottingham, Leicestershire",PL,GB,52.451099,20.6518,52.8311,-1.32806,1477.9,1,FR,738
WMI-NYO,WMI,NYO,Nowy Dwór Mazowiecki,Nyköping,PL,SE,52.451099,20.6518,58.789656,16.911479,742.6,1,FR,738
WMI-BGY,WMI,BGY,Nowy Dwór Mazowiecki,Orio al Serio (BG),PL,IT,52.451099,20.6518,45.669362,9.708851,1095.3,1,FR,738
WMI-PMI,WMI,PMI,Nowy Dwór Mazowiecki,Palma de Mallorca,PL,ES,52.451099,20.6518,39.551701,2.73881,1982.3,1,FR,738
WMI-PSA,WMI,PSA,Nowy Dwór Mazowiecki,Pisa (PI),PL,IT,52.451099,20.6518,43.683899,10.3927,1235.0,1,FR,738
WMI-PIK,WMI,PIK,Nowy Dwór Mazowiecki,"Prestwick, South Ayrshire",PL,GB,52.451099,20.6518,55.501499,-4.577182,1674.5,1,FR,738
WMI-CIA,WMI,CIA,Nowy Dwór Mazowiecki,Rome,PL,IT,52.451099,20.6518,41.798769,12.595331,1330.2,1,FR,738
WMI-SNN,WMI,SNN,Nowy Dwór Mazowiecki,Shannon,PL,IE,52.451099,20.6518,52.702,-8.92482,1984.7,1,FR,738
WMI-SKG,WMI,SKG,Nowy Dwór Mazowiecki,Thessaloniki,PL,GR,52.451099,20.6518,40.51928,22.970009,1338.4,1,FR,738
WMI-TPS,WMI,TPS,Nowy Dwór Mazowiecki,Trapani (TP),PL,IT,52.451099,20.6518,37.9114,12.488,1736.1,1,FR,738
WMI-WRO,WMI,WRO,Nowy Dwór Mazowiecki,Wrocław,PL,PL,52.451099,20.6518,51.103719,16.882096,299.5,1,FR,738
POZ-BCN,POZ,BCN,Poznań,Barcelona,PL,ES,52.421598,16.823359,41.2971,2.07846,1663.1,1,W6,320
POZ-BVA,POZ,BVA,Poznań,Beauvais,PL,FR,52.421598,16.823359,49.454399,2.11278,1080.1,1,W6,320
POZ-BRS,POZ,BRS,Poznań,Bristol,PL,GB,52.421598,16.823359,51.382326,-2.716453,1341.4,1,FR,738
POZ-CPH,POZ,CPH,Poznań,Copenhagen,PL,DK,52.421598,16.823359,55.617900848389,12.656000137329,447.5,1,SK,CR2
POZ-DUB,POZ,DUB,Poznań,Dublin,PL,IE,52.421598,16.823359,53.428713,-6.262121,1544.8,1,FR,738
POZ-DUS,POZ,DUS,Poznań,Düsseldorf,PL,DE,52.421598,16.823359,51.289501,6.76678,701.5,1,4U,CRJ
POZ-EDI,POZ,EDI,Poznań,Edinburgh,PL,GB,52.421598,16.823359,55.950145,-3.372288,1365.7,1,FR,738
POZ-FRA,POZ,FRA,Poznań,Frankfurt am Main,PL,DE,52.421598,16.823359,50.026706,8.55835,633.7,2,"LH,LO",CR7
POZ-GRO,POZ,GRO,Poznań,Girona,PL,ES,52.421598,16.823359,41.904639,2.761774,1574.9,1,FR,738
POZ-LPL,POZ,LPL,Poznań,Liverpool,PL,GB,52.421598,16.823359,53.334863,-2.849637,1319.9,1,FR,738
POZ-STN,POZ,STN,Poznań,"London, Essex",PL,GB,52.421598,16.823359,51.884998,0.235,1130.8,1,FR,738
POZ-LTN,POZ,LTN,Poznań,"Luton, Luton",PL,GB,52.421598,16.823359,51.874699,-0.368333,1171.8,1,W6,320
POZ-MUC,POZ,MUC,Poznań,Munich,PL,DE,52.421598,16.823359,48.353802,11.7861,576.0,2,"LH,LO",CR9 CR7
POZ-NYO,POZ,NYO,Poznań,Nyköping,PL,SE,52.421598,16.823359,58.789656,16.911479,708.1,1,W6,320
POZ-CIA,POZ,CIA,Poznań,Rome,PL,IT,52.421598,16.823359,41.798769,12.595331,1223.2,1,FR,738
POZ-TRF,POZ,TRF,Poznań,Sandefjord(Torp),PL,NO,52.421598,16.823359,59.186699,10.2586,855.9,1,W6,320
POZ-WAW,POZ,WAW,Poznań,Warsaw,PL,PL,52.421598,16.823359,52.165699,20.9671,283.2,1,LO,DH4
SZZ-DUB,SZZ,DUB,Szczecin(Glewice),Dublin,PL,IE,53.584702,14.9022,53.428713,-6.262121,1394.6,1,FR,738
SZZ-LPL,SZZ,LPL,Szczecin(Glewice),Liverpool,PL,GB,53.584702,14.9022,53.334863,-2.849637,1172.5,1,FR,738
SZZ-STN,SZZ,STN,Szczecin(Glewice),"London, Essex",PL,GB,53.584702,14.9022,51.884998,0.235,1003.6,1,FR,738
SZZ-OSL,SZZ,OSL,Szczecin(Glewice),Oslo (Gardermoen),PL,NO,53.584702,14.9022,60.193901,11.1004,770.0,1,DY,733
SZZ-TRF,SZZ,TRF,Szczecin(Glewice),Sandefjord(Torp),PL,NO,53.584702,14.9022,59.186699,10.2586,685.0,1,W6,320
SZZ-SVG,SZZ,SVG,Szczecin(Glewice),Stavanger,PL,NO,53.584702,14.9022,58.876701,5.63778,819.7,1,W6,320
SZZ-WAW,SZZ,WAW,Szczecin(Glewice),Warsaw,PL,PL,53.584702,14.9022,52.165699,20.9671,436.4,1,LO,E70
WAW-AMS,WAW,AMS,Warsaw,Amsterdam,PL,NL,52.165699,20.9671,52.308601,4.76389,1101.2,2,"KL,LO","737,E95 E75 E70"
WAW-KRK,WAW,KRK,Warsaw,Balice,PL,PL,52.165699,20.9671,50.077702,19.7848,246.4,1,LO,DH4 E70
WAW-BCN,WAW,BCN,Warsaw,Barcelona,PL,ES,52.165699,20.9671,41.2971,2.07846,1869.7,5,"DY,IB,LO,VY,W6","320,73H,E95 734"
WAW-BVA,WAW,BVA,Warsaw,Beauvais,PL,FR,52.165699,20.9671,49.454399,2.11278,1354.5,1,W6,320
WAW-BEG,WAW,BEG,Warsaw,Belgrade,PL,RS,52.165699,20.9671,44.818401,20.309099,818.4,2,"JU,LO",E75 E70
WAW-BUD,WAW,BUD,Warsaw,Budapest,PL,HU,52.165699,20.9671,47.43018,19.262393,540.6,2,"LO,W6","320,E70 E75"
WAW-CRL,WAW,CRL,Warsaw,Charleroi,PL,BE,52.165699,20.9671,50.461963,4.459562,1160.2,1,W6,320
WAW-CPH,WAW,CPH,Warsaw,Copenhagen,PL,DK,52.165699,20.9671,55.617900848389,12.656000137329,665.6,3,"AC,LO,SK","CR9 319,E75 E70,M80"
WAW-DUB,WAW,DUB,Warsaw,Dublin,PL,IE,52.165699,20.9671,53.428713,-6.262121,1824.9,1,EI,320
WAW-DBV,WAW,DBV,Warsaw,Dubrovnik,PL,HR,52.165699,20.9671,42.562247,18.265543,1086.9,1,K2,DH4
WAW-DUS,WAW,DUS,Warsaw,Düsseldorf,PL,DE,52.165699,20.9671,51.289501,6.76678,981.3,3,"4U,LH,LO","CRJ,E75"
